City_Name,n,AcresNeeded_to_HighIncomeUHI,AcresNeeded_to_HighIncomeCanopyPercent,PercentNeeded_to_HighIncomeCanopyPercent,AcresNeeded_to_HighIncomeUHI_Lim,AcresNeeded_to_HighIncomeCanopyPercent_Lim,HiInco_CanAcres,HiInco_CanopyPercent,LoInco_CanAcres,LoInco_CanopyPercent,HiLo_TreeGap_Perc,HiLo_TreeGap_Acres,Potential_Acres,Total_Area_Acres,Potential_Acres_vs_AcresNeeded_to_HighIncomeUHI,Potential_Acres_vs_AcresNeeded_to_HighIncomeCanopyPercent,Total_CanopyAcres,Total_CanopyPercent,Current_Avg_UHI,Current_Std_UHI,Modeled_Avg_UHI,Modeled_Std_UHI,MinPot_Avg_UHI,MinPot_Std_UHI,TGPot_Avg_UHI,TGPot_Std_UHI,MinDiff_Avg_UHI,MinDiff_Std_UHI,TGDiff_Avg_UHI,TGDiff_Std_UHI,UGPot_Avg_UHI_Lim,UGPot_Std_UHI_Lim,TGPot_Avg_UHI_Lim,TGPot_Std_UHI_Lim,UGDiff_Avg_UHI_Lim,UGDiff_Std_UHI_Lim,TGDiff_Avg_UHI_Lim,TGDiff_Std_UHI_Lim,HiInco_UHI,LoInco_UHI,HiLo_UHIGap,Regr_r2,Regr_slope,SlopeConf95Low,SlopeConf95High,Income_Quartile_1_MaxVal,Income_Quartile_2_MaxVal,Income_Quartile_3_MaxVal,Income_Quartile_1_Population,Income_Quartile_2_Population,Income_Quartile_3_Population,Income_Quartile_4_Population,Total_Population,Pot_kW_Low,Pot_kW_High
"Santa Rosa, CA",242,4408.83,2674.75,4.445425761182039,4246.85,2635.6499999999996,13465.730442,22.38,11419.998381999998,18.98,3.3999999999999986,2045.732060000002,15738.14,60168.59,4408.83,2674.75,13881.880000000001,23.071639205771653,2.482337782886386,1.4277606082785363,2.382832049080758,1.2239441056233695,0.4937888971637859,1.2747755443248536,2.144199611458404,1.1895432798458452,1.9881993395557385,0.5802986087124882,0.3377365814954281,0.40527447494117275,1.947422999275868,0.9831403496027717,2.1490779624385414,1.192035575671442,0.5368334607807829,0.6436060533177899,0.33285823051529045,0.39466691150280037,2.51,3.02,0.5100000000000002,0.74,-7.6,-8.68,-6.52,59240.75,77120.5,96122.0,80158.0,84387.0,83211.0,86130.0,333886.0,0.0,0.0
"Stockton, CA",223,5435.83,3199.58,5.91604510762976,5237.15,3152.81,9751.181127,18.03,7111.926334999999,13.15,4.880000000000001,2639.2547920000006,12338.349999999999,54083.090000000004,5435.83,3199.58,7526.910000000002,13.917307609457968,3.897929720731563,1.5209573122722155,3.817725340767326,1.3386780819784334,1.5664205928322512,1.591233393168356,3.293017179676679,1.331024335318112,2.3312451932757536,0.931413586851084,0.604142505541011,0.5477764953518311,2.910490195734009,0.8319259341491099,3.301939208724945,1.322802276438674,0.9895844967438066,0.9260011260473933,0.5953619698874454,0.540192734237603,3.24,4.86,1.62,0.77,-10.22,-11.93,-8.51,36463.5,47143.0,63449.5,69906.0,84705.0,91852.0,148870.0,395333.0,0.0,0.0
"Modesto, CA",218,11252.830000000002,2957.76,4.989846575916522,6896.75,2943.0,10681.457714,18.02,7065.647944,11.92,6.1,3615.80977,13950.31,59275.56999999999,11252.830000000002,2957.76,9269.029999999999,15.637184087812232,6.43705694774424,1.262554986790864,6.340816974008011,1.0440918215486956,5.641391914071852,1.2120331116796546,6.268590857920052,1.2037093579901288,0.7959974370554345,0.3094815378267681,0.1688589801835731,0.16637294870253155,6.042609216579445,0.9760176625066044,6.269413429512362,1.2025340801207778,0.39315782032969065,0.42265415700919795,0.16803640859126284,0.1652241549002853,6.11,7.14,1.0299999999999994,0.6,-3.38,-4.95,-1.81,40009.5,53259.0,70781.0,75859.0,87939.0,90380.0,132864.0,387042.0,0.0,0.0
"Oxnard, CA",188,0.0,4703.23,8.181445604484109,0.0,4452.96,13837.010178,24.07,9146.108514,15.91,8.16,4690.901664000001,16361.199999999999,57486.54,0.0,4703.23,10893.119999999999,18.94899223366026,2.6957977815328595,1.4667349675188843,2.6919211540649344,1.1626372842315424,2.6957977815328595,1.4667349675188843,2.644410682918123,1.4313826820588982,0.0,0.0,0.05070240094463852,0.10933782328954093,2.6957977815328595,1.4667349675188843,2.6957977815328595,1.4667349675188843,0.0,0.0,0.0,0.0,2.53,3.13,0.6000000000000001,0.55,1.66,-0.22,3.55,55750.25,71309.5,88242.25,95047.0,106398.0,90317.0,103517.0,395279.0,0.0,0.0
"Murrieta--Temecula--Menifee, CA",183,16768.87,2386.89,2.4607549742119135,15714.720000000001,2386.89,11891.989128000001,12.26,13007.469347999999,13.41,-1.1500000000000004,-1115.4802199999976,31937.140000000003,96998.28,16768.87,2386.89,10864.09,11.200291386610155,-0.335697231950917,1.7177039469143394,-0.4039326893219136,1.284946048776064,-3.7569899332235583,1.6872679127502426,-0.5912116008654998,1.6890019901976046,3.421202542972927,1.010956442995428,0.2556016787101792,0.2756526173167362,-2.0224259327072605,0.6092004976022342,-0.5912116008654998,1.6890019901976046,1.6838222564358873,1.3255331652541067,0.2556016787101792,0.2756526173167362,-1.97,1.48,3.45,0.51,-10.39,-15.54,-5.25,62519.0,83681.0,100989.5,103075.0,124214.0,123706.0,152439.0,503434.0,23794.82,63069.83
"Indio--Cathedral City, CA",181,10330.13,2049.18,2.205325894644402,9802.839999999998,2023.09,10063.192680000002,10.83,7628.699160000001,8.21,2.619999999999999,2434.493520000001,35560.33,92919.6,10330.13,2049.18,8767.609999999999,9.435694944877076,-3.4650055413497256,1.6364831217490712,-3.4750196169591776,1.28975287259869,-8.094803073840179,2.716159692012552,-3.7319802646589095,1.5023162107189336,4.629707245834033,1.2981820699713484,0.26639906650480627,0.30189849446910844,-4.742172756877989,0.6959290212270999,-3.728570002453734,1.5046304557739716,1.2762498525607084,1.150292333084736,0.26298880429963106,0.2947503786005795,-4.52,-1.92,2.5999999999999996,0.68,-12.1,-16.5,-7.69,38019.0,53882.0,70192.0,93327.0,108912.0,89134.0,88048.0,379421.0,81910.53,126507.19
"Lancaster--Palmdale, CA",148,0.0,2275.59,3.4338726863019184,0.0,2275.59,8223.971731000001,12.41,8011.911218999999,12.09,0.3200000000000003,212.06051200000275,23140.449999999997,66268.90999999999,0.0,2275.59,6824.6,10.29834352187172,-3.4135764900916588,1.4174398679689235,-3.415558117675393,1.0797843318171871,-3.4135764900916588,1.4174398679689235,-3.446489349228772,1.429349469263321,0.0,0.0,0.03281062265849854,0.06852624393965928,-3.4135764900916588,1.4174398679689235,-3.4135764900916588,1.4174398679689235,0.0,0.0,0.0,0.0,-4.8,-2.49,2.3099999999999996,0.67,2.48,-1.82,6.78,38788.25,53470.5,68883.75,67426.0,84292.0,94339.0,103520.0,349577.0,0.0,0.0
"Santa Barbara, CA",147,4537.77,2622.45,8.076778441966663,3662.76,2545.14,14214.932578000004,43.78,9347.827979,28.79,14.990000000000002,4867.104599000004,11456.119999999999,32469.01,4537.77,2622.45,12303.420000000002,37.89280917404012,1.8035452205041056,1.9950205861333663,1.851628288019869,1.5520916202302848,0.42747402831191955,1.9858627591262181,1.4893005853889603,1.957239880824234,1.3757666371718758,0.28470759685406744,0.3152963117754437,0.3189498391310293,1.3643312284544555,1.5933013447522164,1.4984854265652081,1.9596556973319945,0.4398806338721138,0.5909279789665906,0.30600531707003076,0.3021284320131485,2.29,3.68,1.3900000000000001,0.68,-3.9,-6.78,-1.03,56614.5,86176.0,118988.5,56575.0,47141.0,49878.0,42711.0,196305.0,1164.06,4798.029999999999
"Victorville--Hesperia, CA",134,15815.23,1432.2600000000002,1.3790380933445088,13195.41,1432.2600000000002,4704.828555,4.53,5234.51124,5.04,-0.5099999999999998,-529.6826849999998,35952.14,103859.35,15815.23,1432.2600000000002,4153.959999999999,3.9996013839870934,-3.528936234436283,1.3209630546612092,-3.5355358925315823,0.6432543083844949,-5.65804698662181,1.487039635573306,-3.613544590833661,1.3235049390255311,2.1295580426798355,0.5789890491741798,0.08550434987316982,0.07470522769556602,-4.312454325970651,0.8475508874861325,-3.613544590833661,1.3235049390255311,0.7817363097304191,0.6703103149755414,0.08550434987316982,0.07470522769556602,-4.24,-3.2,1.04,0.31,-6.15,-17.2,4.9,39555.0,52233.5,64970.25,72866.0,86904.0,83034.0,113150.0,355954.0,10835.0,29379.219999999998
"Santa Cruz, CA",131,4338.28,2804.18,7.896084733855105,2985.9800000000005,2556.88,14834.009835,41.77,6033.752145,16.99,24.780000000000005,8800.25769,7754.5599999999995,35513.55,4338.28,2804.18,16134.279999999999,45.43133536354433,6.9853205213221425,1.5137212602728773,6.923209000508256,1.0862068929233264,5.939562144589882,1.5268711999621851,6.607200341841353,1.4373824428841053,1.0455747594932077,0.4308099472055435,0.3783799479353655,0.5380010579764304,6.582747624498255,1.1387729899587986,6.640469947386278,1.4446777253931042,0.40293199356302023,0.4990022217938369,0.34510791514788014,0.4841910307515949,7.06,7.99,0.9300000000000006,0.54,-4.79,-6.94,-2.63,68990.0,85066.0,106784.5,44070.0,42714.0,41346.0,46823.0,174953.0,0.0,0.0
"Antioch, CA",131,1553.87,1739.96,3.3389527536918826,1553.87,1739.96,5513.33851,10.58,6190.78086,11.88,-1.3000000000000007,-677.4423500000003,14586.060000000001,52110.95,1553.87,1739.96,4264.46,8.183424021246974,2.4160213813027784,1.8523429459847784,2.6135036206401923,1.3336654087710118,0.27349276111834464,1.6143641870149212,2.1602475257119664,1.9932029400253648,2.143798529867523,0.7508331606293075,0.25569232762020266,0.23233535280799167,2.1886742364128846,1.6475768755465698,2.1602475257119664,1.9932029400253648,0.22817327260393452,0.40847950156113183,0.25569232762020266,0.23233535280799167,3.4,3.21,-0.18999999999999995,0.53,-7.66,-14.26,-1.05,54972.0,71364.0,97652.0,53972.0,69951.0,71978.0,117797.0,313698.0,0.0,0.0
"Thousand Oaks, CA",130,20082.98,1866.95,3.183353632658434,7291.16,1859.93,15394.908374999999,26.25,15306.93747,26.1,0.14999999999999858,87.97090499999831,16673.67,58647.270000000004,16673.67,1866.95,14667.849999999999,25.010286071286856,0.1941788799376339,1.538179549357376,0.36822404862153,0.682214439321436,-0.2841673346431982,1.5301597986508917,0.14053945904046344,1.5402136665772588,0.47859398911492385,0.17826418422267296,0.05362763518233671,0.07363331491009917,-0.01417480472663093,1.3469837925965924,0.14073479635113448,1.5402915810631008,0.20901215180178034,0.25370488931433466,0.05343229787166564,0.07341686992900226,0.28,1.5,1.22,0.23,-1.68,-6.68,3.31,96062.5,119517.5,146874.75,66725.0,55946.0,54770.0,64310.0,241751.0,1324.4099999999999,4930.71
"Santa Clarita, CA",125,5530.43,3468.2000000000003,7.344552966356986,5174.76,3395.37,10615.368472,22.48,7843.472878999999,16.61,5.870000000000001,2771.895593000001,14425.280000000002,47221.389999999985,5530.43,3468.2000000000003,7678.3099999999995,16.260237151002972,-1.474443302071371,1.3513711193211055,-1.5107543742359135,1.1862299088041273,-4.358079128971004,1.5395111082106878,-2.1674982862639167,1.152990290615361,2.8839305937415234,0.8309833938141794,0.6932705284617842,0.5416751851575304,-2.5059650425368685,0.532289159958614,-2.153007992776156,1.14214219400531,1.0344723736425383,0.9732640705040154,0.678412026837838,0.5196742170425592,-2.4,-0.63,1.77,0.65,-9.44,-13.02,-5.86,68962.0,99306.0,121250.0,49018.0,63095.0,75528.0,80863.0,268504.0,7688.3099999999995,28959.42
"Visalia, CA",124,3394.36,1306.8999999999999,3.4132973120642784,3243.4300000000003,1302.1399999999999,6512.872149000002,17.01,5195.748093000001,13.57,3.4400000000000013,1317.1240560000006,9417.25,38288.49,3394.36,1306.8999999999999,6069.160000000001,15.851134374847378,4.8108368389560425,0.6832028195340452,4.762660755229576,0.6098004264999456,3.5890081823545406,0.7196452003385684,4.6414716903173785,0.611603762088459,1.222764726423006,0.43136179328961444,0.16949095407000905,0.1855433681142009,4.38964353778381,0.3396993753495193,4.64209094169031,0.610897860716191,0.4209031460890727,0.45383549245480415,0.16887170269707688,0.1841167125959091,4.51,5.33,0.8200000000000003,0.57,-4.97,-6.92,-3.01,38852.0,52057.5,72500.0,47589.0,51672.0,67967.0,64222.0,231450.0,0.0,0.0
"Vallejo, CA",111,4427.570000000001,642.7500000000001,2.1189576739234854,3609.0,642.7500000000001,3166.797564,10.44,4110.163505,13.55,-3.110000000000001,-943.3659410000005,7595.38,30333.310000000005,4427.570000000001,642.7500000000001,3114.33,10.267029875737265,1.543931756870582,0.9222333072807737,1.413394674039859,0.6366010647144206,0.2801262506465664,0.9884114697333375,1.4364522071610384,0.8984328834185051,1.265511004239234,0.35809779884992016,0.10676309641117306,0.11184144908529442,0.94385159087485,0.4726124950211667,1.4364522071610384,0.8984328834185051,0.6011551624270481,0.5514842595077158,0.10676309641117306,0.11184144908529442,0.95,2.02,1.07,0.57,-5.05,-8.31,-1.79,56661.0,73525.0,100077.5,39208.0,41062.0,41104.0,55016.0,176390.0,0.0,0.0
"Salinas, CA",100,2195.86,1829.2299999999998,5.931561179327557,2106.06,1801.4799999999998,5295.044281000001,17.17,1652.9666480000003,5.36,11.810000000000002,3642.077633000001,8544.010000000002,30838.93,2195.86,1829.2299999999998,6070.620000000001,19.684924217539326,3.453800608516573,1.2436325815336269,3.4679378045866054,1.206784403720518,2.04389766441313,1.2174628126045994,3.1516632840374172,1.0665098968231517,1.4090433195963674,0.543932288935587,0.3021772512859558,0.3050513750668836,3.106966178787656,0.9105356155691042,3.1563563651527473,1.065500618654855,0.34718269083914394,0.4956107268356828,0.29748417017062523,0.29919898507390014,3.74,4.94,1.2000000000000002,0.82,-5.09,-6.52,-3.66,50117.25,61917.0,81041.25,48969.0,51496.0,51619.0,50193.0,202277.0,0.0,0.0
"Redding, CA",87,7072.870000000001,2836.3700000000003,6.170822907649235,4919.29,2674.11,17296.332222999998,37.63,15200.364247,33.07,4.560000000000002,2095.967975999998,10972.51,45964.21,7072.870000000001,2836.3700000000003,16700.870000000003,36.3345089581655,2.0399933535244053,1.569680803748147,1.98260254445796,0.9964011279815181,0.6294336550111489,1.5090567107634385,1.6750499791033067,1.4182544093952527,1.4099883452799469,0.4037113194884748,0.3642105629575707,0.44566818169935013,1.4067490619331866,1.1292801297564083,1.696460898599149,1.4391858996114308,0.6318542905447522,0.6625346685881923,0.3435360468503646,0.4037792114671346,1.43,2.45,1.0200000000000002,0.47,-5.91,-8.78,-3.03,39200.5,49327.0,63860.5,29398.0,28545.0,35360.0,33529.0,126832.0,0.0,0.0
"Fairfield, CA",85,961.05,587.11,2.713751055599287,923.99,587.11,2602.6459890000006,12.03,2641.5883230000004,12.21,-0.1800000000000015,-38.942333999999846,5040.76,21634.63,961.05,587.11,2438.6899999999996,11.272159496141137,1.2921237802541574,1.2413838986259937,1.3462161728672963,0.970278584633906,-0.5665989110976244,1.3450907588786112,1.075750673803989,1.2056060670536588,1.8588959043903226,0.6254926675007472,0.21598756715506573,0.2784289006152538,0.9535537145770462,0.9671845778888234,1.075750673803989,1.2056060670536588,0.34071997533583886,0.45499636669911897,0.21598756715506573,0.2784289006152538,1.5,2.17,0.6699999999999999,0.7,-7.98,-11.13,-4.82,56776.0,76806.0,102986.0,38147.0,26973.0,32099.0,43668.0,140887.0,0.0,0.0
"Hemet, CA",83,0.0,1211.03,3.4412629889541315,0.0,1211.03,5060.529071999999,14.38,5049.971640000001,14.35,0.030000000000001137,10.557431999998698,13097.03,35191.44,0.0,1211.03,4143.89,11.7752783063154,-1.6233026753096775,0.8120249375142089,-1.6803199158659037,0.5056665272198854,-1.6233026753096775,0.8120249375142089,-1.638602927302776,0.80863246499189,0.0,0.0,0.015131179627773118,0.03319332824402472,-1.6233026753096775,0.8120249375142089,-1.6233026753096775,0.8120249375142089,0.0,0.0,0.0,0.0,-2.18,-0.85,1.33,0.35,1.86,-4.83,8.54,33678.5,42588.0,58700.0,36287.0,45433.0,49001.0,72208.0,202929.0,0.0,0.0
"Seaside--Monterey, CA",82,9162.71,3248.99,13.16514794932638,4762.960000000001,2989.54,8871.99984,35.95,1939.7473920000002,7.86,28.090000000000003,6932.252448,7036.760000000001,24678.72,7036.760000000001,3248.99,7116.9,28.838205547127238,3.8861779298115944,1.6593199275290877,3.863885987603895,1.2501100136220862,3.0966515888992623,1.6084493529278765,3.522022985795049,1.4717713965994674,0.789528581709262,0.2275865331293459,0.36426919629543175,0.3327703576617492,3.3512297234216364,1.3460472521763174,3.5514233193617826,1.4985886913507058,0.5346585560353211,0.41019314468834167,0.33543618550718995,0.298499262722601,3.36,5.84,2.48,0.72,-2.77,-5.29,-0.25,61039.0,80962.0,95981.0,37241.0,30516.0,32142.0,26157.0,126056.0,0.0,0.0
"Santa Maria, CA",82,1431.92,426.2100000000001,2.1958947726359397,1428.81,426.2100000000001,1708.0272000000002,8.8,1498.4056799999998,7.72,1.080000000000001,209.62152000000037,6873.3,19409.4,1431.92,426.2100000000001,1511.7700000000002,7.788854884746567,3.176078812328047,0.9380685664734563,3.1340871948643443,0.821410507005017,1.502607932239018,0.9792181221426988,3.07071653940874,0.9366830031069222,1.6714157727698948,0.5189747147299257,0.10285104124805507,0.100661182947709,2.827094670623512,0.6879487607001323,3.07071653940874,0.9366830031069222,0.34807666388450953,0.3791025953820295,0.10285104124805507,0.100661182947709,3.2,3.77,0.5699999999999998,0.58,-4.72,-9.16,-0.28,53674.5,70241.5,87907.5,35010.0,34520.0,32721.0,40394.0,142645.0,0.0,0.0
"Merced, CA",80,4431.84,761.59,2.506011743135689,4075.31,761.59,3057.286312,10.06,4297.219528,14.14,-4.08,-1239.9332159999994,8458.36,30390.519999999997,4431.84,761.59,3078.59,10.130099781115955,2.7434539817021886,0.8798212829300064,2.648462566616169,0.537613189696778,1.3436881106345004,0.8361601446491084,2.617875811272726,0.8353217652697091,1.4002733714329336,0.4558594988772664,0.12619845925637338,0.12493390638919777,2.0695113805226106,0.3478013624126494,2.617875811272726,0.8353217652697091,0.6742845894048539,0.6182741836012309,0.12619845925637338,0.12493390638919777,2.15,2.8,0.6499999999999999,0.52,-5.03,-8.12,-1.94,34806.5,42714.5,63350.0,27302.0,36790.0,42098.0,45607.0,151797.0,0.0,0.0
