City_Name,n,AcresNeeded_to_HighIncomeUHI,AcresNeeded_to_HighIncomeCanopyPercent,PercentNeeded_to_HighIncomeCanopyPercent,AcresNeeded_to_HighIncomeUHI_Lim,AcresNeeded_to_HighIncomeCanopyPercent_Lim,HiInco_CanAcres,HiInco_CanopyPercent,LoInco_CanAcres,LoInco_CanopyPercent,HiLo_TreeGap_Perc,HiLo_TreeGap_Acres,Potential_Acres,Total_Area_Acres,Potential_Acres_vs_AcresNeeded_to_HighIncomeUHI,Potential_Acres_vs_AcresNeeded_to_HighIncomeCanopyPercent,Total_CanopyAcres,Total_CanopyPercent,Current_Avg_UHI,Current_Std_UHI,Modeled_Avg_UHI,Modeled_Std_UHI,MinPot_Avg_UHI,MinPot_Std_UHI,TGPot_Avg_UHI,TGPot_Std_UHI,MinDiff_Avg_UHI,MinDiff_Std_UHI,TGDiff_Avg_UHI,TGDiff_Std_UHI,UGPot_Avg_UHI_Lim,UGPot_Std_UHI_Lim,TGPot_Avg_UHI_Lim,TGPot_Std_UHI_Lim,UGDiff_Avg_UHI_Lim,UGDiff_Std_UHI_Lim,TGDiff_Avg_UHI_Lim,TGDiff_Std_UHI_Lim,HiInco_UHI,LoInco_UHI,HiLo_UHIGap,Regr_r2,Regr_slope,SlopeConf95Low,SlopeConf95High,Income_Quartile_1_MaxVal,Income_Quartile_2_MaxVal,Income_Quartile_3_MaxVal,Income_Quartile_1_Population,Income_Quartile_2_Population,Income_Quartile_3_Population,Income_Quartile_4_Population,Total_Population,Pot_kW_Low,Pot_kW_High
"Seaside--Monterey, CA",82,10952.42,3248.99,13.16514794932638,5286.68,2989.54,8871.99984,35.95,1939.7473920000002,7.86,28.090000000000003,6932.252448,7036.760000000001,24678.72,7036.760000000001,3248.99,7116.9,28.838205547127238,3.2843890566447533,2.204348922425294,3.165308853133387,1.6818191048768798,2.026473751474955,2.103881371820154,2.703917050803283,1.9021046344814287,1.2564982178978488,0.36273904210600727,0.5801363522905564,0.5298468870551934,2.338922946570973,1.6895066502536216,2.750267692165558,1.9386841570844586,0.9443413475253172,0.6515419228668397,0.5339335589528144,0.47481617809197163,1.81,5.5,3.69,0.71,-4.41,-7.68,-1.14,61039.0,80962.0,95981.0,37241.0,30516.0,32142.0,26157.0,126056.0,0.0,0.0
"Merced, CA",80,3863.42,761.59,2.506011743135689,3724.23,761.59,3057.286312,10.06,4297.219528,14.14,-4.08,-1239.9332159999994,8458.36,30390.519999999997,3863.42,761.59,3078.59,10.130099781115955,3.317983282286713,1.0303790371446506,3.2579050967209513,0.6661559038749008,1.608521042088125,1.0465424747495573,3.162879249845018,0.9671926528584613,1.707357613492629,0.5566327201165994,0.15314717221028137,0.15188362666656754,2.5661223401244864,0.42727495535951093,3.162879249845018,0.9671926528584613,0.7514395146907654,0.7408879153805091,0.15314717221028137,0.15188362666656754,2.73,2.93,0.20000000000000018,0.58,-6.14,-9.75,-2.53,34806.5,42714.5,63350.0,27302.0,36790.0,42098.0,45607.0,151797.0,0.0,0.0
"Chico, CA",79,2957.44,1755.0999999999997,8.241260300988424,1785.47,1508.08,7110.90135,33.39,6548.673750000001,30.75,2.6400000000000006,562.2275999999993,3950.9100000000003,21296.499999999996,2957.44,1755.0999999999997,6016.119999999999,28.249336745474608,1.1355310121381448,2.2128118961099483,0.8684282534688802,1.7697532412444963,-0.8523572981475831,2.189839667643087,0.2532535205315427,1.4432170185795659,1.9875743056370767,0.8606826417970965,0.8834722419176863,0.9639057476748301,0.23885061864625642,1.4995729732775736,0.3769680557838143,1.6215113137075832,0.8985402577888386,0.9094834421748242,0.7582692742938981,0.7808721202603676,0.09,-0.6,-0.69,0.72,-10.72,-13.38,-8.05,30619.0,48810.0,71565.0,21920.0,21154.0,26054.0,33756.0,102884.0,0.0,0.0
"Yuba City, CA",78,1379.5700000000002,457.36,1.884952608295341,1379.5700000000002,457.36,2683.569644,11.06,3273.1785259999992,13.49,-2.4299999999999997,-589.6088819999991,6721.72,24263.74,1379.5700000000002,457.36,2811.42,11.58691941143451,4.332091330520356,0.8812105585289135,4.2665870265672154,0.5937418042947442,1.6497307669798635,1.195198564266415,4.149627522385254,0.8155069979991044,2.681636347075924,0.9575527014871477,0.18201392695437715,0.2562271211841157,3.7815769291955807,0.44771265373645164,4.149627522385254,0.8155069979991044,0.5506083645802337,0.5792790240514204,0.18201392695437715,0.2562271211841157,4.0,4.46,0.45999999999999996,0.63,-9.68,-13.3,-6.07,37244.5,50545.0,71702.75,28031.0,26174.0,30281.0,39657.0,124143.0,0.0,0.0
"Simi Valley, CA",68,5127.489999999999,626.81,3.0683234435164346,3554.4799999999996,626.81,5078.505212000001,24.86,4629.0799719999995,22.66,2.1999999999999993,449.4252400000014,6623.32,20428.42,5127.489999999999,626.81,4628.26,22.655986121295726,0.19876209711764292,1.2801247331991987,0.2680974054772714,0.9880263104235801,-0.7273635993385686,1.2733353485013148,0.11066427555337123,1.2695372314276185,0.9268054651314201,0.32211836560831386,0.0877131368945812,0.07999184201982425,-0.2978389958694799,0.9525654488186676,0.11066427555337123,1.2695372314276185,0.497091160256153,0.447835568383259,0.0877131368945812,0.07999184201982425,-0.17,1.2,1.3699999999999999,0.63,-2.86,-8.98,3.27,78869.0,94692.0,109407.5,32598.0,28121.0,30042.0,33840.0,124601.0,1330.1799999999998,4931.560000000001
"Vacaville, CA",67,2740.9799999999996,450.38999999999993,2.7524264546811232,1874.15,450.38999999999993,1940.696868,11.86,2734.3207979999997,16.71,-4.850000000000001,-793.6239299999997,3530.3700000000003,16363.38,2740.9799999999996,450.38999999999993,2051.03,12.534268592430173,2.008135464677836,1.503955851972625,1.9675521133164415,1.0949119997365817,0.7171538704106364,1.3611999799004446,1.8429940391288355,1.4598389036392674,1.290081346274425,0.5159840494704192,0.1641002531261879,0.20468802684214288,1.3238035968119057,0.9054887304740226,1.8429940391288355,1.4598389036392674,0.6850959887260457,0.6835327015295287,0.1641002531261879,0.20468802684214288,1.37,1.79,0.41999999999999993,0.69,-5.98,-8.93,-3.02,59710.0,86591.0,107592.0,21976.0,22947.0,19796.0,29722.0,94441.0,0.0,0.0
"Napa, CA",65,854.05,530.74,3.745431475484339,802.1500000000001,530.74,3368.2874410000004,23.77,2734.87369,19.3,4.469999999999999,633.4137510000005,3046.8999999999996,14170.330000000002,854.05,530.74,3524.1899999999996,24.870204151914592,1.3437362926622027,1.1402138416958845,1.3975214691542117,0.9125315662778981,-0.14128266596473052,1.0121465540808048,1.085344109840773,1.0056129974243677,1.4858380997478533,0.4107666820187682,0.25942369020340383,0.2978951236913569,0.953496023028398,0.8006044185715762,1.085344109840773,1.0056129974243677,0.3909406344100666,0.5004957124571402,0.25942369020340383,0.2978951236913569,1.38,2.36,0.98,0.59,-6.91,-9.81,-4.01,67829.0,83000.0,109974.0,23056.0,27445.0,18312.0,20788.0,89601.0,0.0,0.0
"Turlock, CA",54,1807.02,438.85,3.056716243258473,1805.29,438.85,1785.999604,12.44,1404.1057980000003,9.78,2.66,381.8938059999998,4565.010000000001,14356.91,1807.02,438.85,1490.0,10.378277777042554,5.2288148703307336,1.0077061298785108,5.183049660407428,0.8248512941325297,2.039003448513643,1.2741356512787303,4.921725670774561,0.8815592784686467,3.1894531901363177,0.906628779657339,0.30622592883844774,0.26395991784679634,3.9706442681607674,0.2107732606767351,4.921725670774561,0.8815592784686467,1.2607479464592313,0.9043096924163895,0.30622592883844774,0.26395991784679634,4.03,5.72,1.6899999999999995,0.73,-10.03,-14.24,-5.82,38197.75,53040.5,68234.5,17754.0,26611.0,25054.0,39106.0,108525.0,0.0,0.0
"Petaluma, CA",54,1411.13,406.2299999999999,3.0596543343031817,1275.7500000000002,406.2299999999999,2343.388735,17.65,1658.2960510000003,12.49,5.159999999999998,685.0926839999997,3400.23,13276.989999999998,1411.13,406.2299999999999,2088.9999999999995,15.733987899365745,0.03162136900005201,0.8243902812714765,0.030524313116150618,0.6404756611069814,-1.5902343000936205,1.082480158303769,-0.16158633846978873,0.7014270807441491,1.622592763871932,0.4182224769909195,0.19431694985083217,0.22682974414813148,-0.5747171685751064,0.36675304233424316,-0.16158633846978873,0.7014270807441491,0.6089826233204967,0.5430412456670921,0.19431694985083217,0.22682974414813148,-0.49,0.66,1.15,0.68,-6.34,-10.73,-1.94,77924.75,87308.0,103192.0,16513.0,16711.0,14453.0,21217.0,68894.0,0.0,0.0
"Hanford, CA",51,2174.23,580.85,3.3418291027086737,2003.67,580.85,2614.1324799999998,15.04,1804.16856,10.38,4.659999999999998,809.9639199999997,4130.95,17381.2,2174.23,580.85,2331.48,13.413803419786896,5.634211561917474,0.8184165382387052,5.586819086139047,0.7348558689513582,3.911672266586887,0.9536679408267561,5.392351368144892,0.739312416662047,1.7221272351736356,0.6548269916520874,0.24286168388833906,0.2543585988249801,4.800859020090672,0.30641784162060665,5.392351368144892,0.739312416662047,0.8352059581616921,0.6164115513400478,0.24286168388833906,0.2543585988249801,4.8,6.22,1.42,0.71,-7.25,-10.63,-3.87,40998.0,56285.0,74068.5,22410.0,22044.0,20673.0,28327.0,93454.0,0.0,0.0
"Gilroy--Morgan Hill, CA",49,4312.6,2542.5,8.684680019497405,3926.5200000000004,2542.5,6024.937002,20.58,3858.5359420000004,13.18,7.399999999999999,2166.4010599999992,9605.5,29275.69,4312.6,2542.5,3826.44,13.070366573768203,1.7621248380482237,0.9841183289572523,1.781268393674069,0.8483839997987391,-0.3125397522654461,1.1033677156914277,1.213721756856969,0.8322807615102032,2.075435742078154,0.5116353448923541,0.5496782244927446,0.33705286758325004,0.9124913093423246,0.4800310560789928,1.213721756856969,0.8322807615102032,0.8483336208301155,0.6593574724447296,0.5496782244927446,0.33705286758325004,0.96,2.43,1.4700000000000002,0.77,-6.32,-9.12,-3.53,67500.0,94913.0,131250.0,25928.0,24664.0,32025.0,34923.0,117540.0,0.0,0.0
"El Centro--Calexico, CA",47,347.97,366.91,2.0240864690004354,347.97,366.91,1151.0765649999996,6.35,1065.8787719999998,5.88,0.46999999999999975,85.19779299999982,6240.160000000002,18127.190000000002,347.97,366.91,857.3199999999999,4.7294699288748,5.1381150801641065,0.9485768816758358,5.043896632627561,0.6881575361425273,-4.80087279385277,2.575997663836864,4.553302161007855,0.8681473068911334,9.937942113477044,2.4705104163802187,0.5834561286112188,0.462362243609418,4.584246405537758,0.4832469542013008,4.553302161007855,0.8681473068911334,0.5539206021451751,0.6536980140315123,0.5834561286112188,0.462362243609418,4.8,6.03,1.2300000000000004,0.55,-28.87,-45.22,-12.52,28646.0,47527.0,62845.5,19426.0,29073.0,25763.0,38619.0,112881.0,27994.789999999997,42939.2
"Manteca, CA",46,9326.51,824.07,4.250305206852106,3973.4100000000003,824.07,2088.140373,10.77,1915.582812,9.88,0.8899999999999988,172.55756100000008,5403.64,19388.49,5403.64,824.07,1442.2299999999998,7.438588564658721,5.457730488552744,1.3253532447960181,5.342607660524362,0.8883011641348192,4.614347130694552,1.2901839883816981,5.3294894496683325,1.269179939394771,0.8439941635475482,0.17843501868303743,0.12740730711881124,0.10052548025738578,4.837478797987878,0.9904909545785623,5.3294894496683325,1.269179939394771,0.6203695439923378,0.3747413709630785,0.12740730711881124,0.10052548025738578,4.16,5.78,1.62,0.64,-3.03,-9.46,3.4,46372.25,58169.0,83582.0,20865.0,14621.0,18547.0,44051.0,98084.0,0.0,0.0
"Watsonville, CA",46,0.0,508.0299999999999,3.692564210844594,0.0,508.0299999999999,1890.3753059999995,13.74,920.422911,6.69,7.05,969.9523949999995,2971.9500000000003,13758.19,0.0,508.0299999999999,2189.48,15.914011944885193,4.123106215279772,0.9651360701569546,4.093971699765739,0.8900537516024012,4.123106215279772,0.9651360701569546,4.105829313303567,0.9806092089421437,0.0,0.0,0.015448878086434333,0.02810625398714952,4.123106215279772,0.9651360701569546,4.123106215279772,0.9651360701569546,0.0,0.0,0.0,0.0,3.25,5.52,2.2699999999999996,0.73,0.27,-2.91,3.45,51205.5,57908.0,70189.0,23741.0,20357.0,18298.0,18902.0,81298.0,0.0,0.0
"Lodi, CA",45,623.0,358.96,3.8166404930075393,571.3299999999999,354.05,1301.6699919999999,13.84,1102.281236,11.72,2.119999999999999,199.38875599999983,1838.9900000000002,9405.13,623.0,358.96,1055.4199999999998,11.221748131073147,1.8262052837121872,0.8898590813024032,1.8041509686734796,0.6522824193637331,0.21340395082258304,0.9799375208085889,1.5104128810553392,0.8020178064597411,1.6115562676964594,0.4682450569938253,0.31467179082054153,0.30309132655527454,1.3242436840320124,0.38449008108173816,1.5143327099146957,0.7982093868416062,0.5006831697169525,0.6067256218924103,0.3099679961893137,0.2954258927373492,1.44,2.13,0.69,0.6,-8.24,-13.11,-3.38,42650.0,54583.0,70319.0,18797.0,18469.0,19277.0,18691.0,75234.0,0.0,0.0
"Tracy, CA",43,1399.67,419.75,3.354999288636244,1156.3200000000002,419.75,1615.193338,12.91,2263.272462,18.09,-5.18,-648.0791239999999,3006.65,12511.179999999998,1399.67,419.75,1370.7699999999998,10.956360631051588,3.7737923361345627,1.378410473842615,3.7349536254773734,1.22590725956393,1.0277092808192354,1.7120950424232695,3.3909992582634096,1.017054990482978,2.746081480723641,0.5913813091603316,0.38371454970674235,0.4429866658494211,2.7197503752643635,0.6142574890905427,3.3909992582634096,1.017054990482978,1.0573657640606242,0.9786127219309164,0.38371454970674235,0.4429866658494211,2.57,3.52,0.9500000000000002,0.73,-11.42,-18.36,-4.49,54170.5,81250.0,103541.5,13933.0,17110.0,25626.0,52090.0,108759.0,0.0,0.0
"Oroville, CA",41,1213.3,2234.74,14.358990834235561,1212.1200000000001,2108.91,5627.707359999999,36.16,2664.44552,17.12,19.039999999999996,2963.261839999999,4017.5,15563.349999999999,1213.3,2234.74,3570.3,22.940433775504633,0.7655883469818516,1.02478236510637,0.6442310556531852,0.744870293963575,-0.6734271863062902,0.9938594274537481,-0.036213546569343995,0.85483446104621,1.4400031098703046,0.46286044334100285,0.7999656115168008,0.6323807599898709,0.32773405468616973,0.721394278220457,0.009150819071729386,0.8500985620232677,0.43379598222747684,0.4566609412735065,0.7553942949300761,0.5860290012779278,0.69,0.89,0.20000000000000007,0.46,-5.58,-8.48,-2.67,27821.0,41950.0,46801.0,10390.0,10782.0,11383.0,10092.0,42647.0,0.0,0.0
"Porterville, CA",40,1177.5,117.22999999999999,0.9467064741543398,1002.1699999999998,117.22999999999999,1191.237866,9.62,1269.250325,10.25,-0.6300000000000008,-78.01245900000004,3210.58,12382.93,1177.5,117.22999999999999,1307.64,10.560020932041125,2.580244723986972,0.8304533371729702,2.6367936344629257,0.5839164738473599,1.7082693191352936,0.8416231817572705,2.5479966938357883,0.8171027167637629,0.8712013957924336,0.23625822899043583,0.03120497329791899,0.04443387616933417,2.307512575779722,0.6197782668547716,2.5479966938357883,0.8171027167637629,0.27241968580941667,0.3219834845703553,0.03120497329791899,0.04443387616933417,2.57,2.82,0.25,0.57,-3.36,-10.66,3.93,28854.25,43903.5,52133.5,17705.0,16141.0,19771.0,21357.0,74974.0,0.0,0.0
"Livermore, CA",39,568.8099999999998,261.5400000000001,2.3340469754395863,568.8099999999998,261.5400000000001,1582.2067160000001,14.12,1659.5241829999998,14.81,-0.6900000000000013,-77.31746699999962,2989.73,11205.430000000002,568.8099999999998,261.5400000000001,1431.91,12.778715319269319,-1.813066415121954,0.9986726271274757,-1.8269117294026196,0.7831932583032767,-6.0346608653126195,1.4169755280143135,-2.1826318579474417,0.8650728839118466,4.222982491524197,0.9594108353170214,0.3700186516715555,0.4100580982785807,-2.6158556521257994,0.3523166172174961,-2.1826318579474417,0.8650728839118466,0.8027892370038454,0.7993980998479899,0.3700186516715555,0.4100580982785807,-2.47,-1.47,1.0000000000000002,0.84,-15.83,-21.4,-10.25,91903.5,118438.0,141234.0,19313.0,15058.0,18421.0,21641.0,74433.0,0.0,0.0
"El Paso de Robles (Paso Robles)--Atascadero, CA",39,866.1700000000001,615.35,3.120200349973557,866.1700000000001,615.35,4322.950607999999,21.92,3340.8204060000007,16.94,4.98,982.1302019999985,5886.14,19721.49,866.1700000000001,615.35,4856.74,24.626638250963794,-0.9527543912757098,0.7378512204617228,-0.9953603302793045,0.5675225974459217,-2.049538655547831,0.8765448325591498,-1.0676232171098632,0.7333169060894963,1.0973605746827444,0.257260776657288,0.11437370604350885,0.1646763399046634,-1.1154996757344395,0.5778650933813831,-1.0676232171098632,0.7333169060894963,0.16104799890880458,0.24848400573832471,0.11437370604350885,0.1646763399046634,-0.66,-0.86,-0.19999999999999996,0.59,-3.68,-6.85,-0.5,64685.0,75417.0,86749.0,18171.0,18540.0,19110.0,21744.0,77565.0,0.0,0.0
"Eureka, CA",39,0.0,1386.3600000000001,13.154106934285444,0.0,1153.6,4422.319651999999,41.96,871.6058990000001,8.27,33.69,3550.713752999999,2387.52,10539.37,0.0,1386.3600000000001,3619.6399999999994,34.34398830290614,7.09125176362534,1.6959560010434636,7.05726073759627,1.3050114438485514,7.09125176362534,1.6959560010434636,6.72743809165064,1.8978558264624223,0.0,0.0,0.36439855513185315,0.6341704157002053,7.09125176362534,1.6959560010434636,7.09125176362534,1.6959560010434636,0.0,0.0,0.0,0.0,7.71,8.47,0.7600000000000007,0.61,6.59,1.67,11.51,35267.0,46818.0,58008.0,11348.0,10397.0,12909.0,12716.0,47370.0,0.0,0.0
"Lompoc, CA",38,538.71,263.48,3.8920426428901687,529.91,263.48,1519.7998949999997,22.45,1178.606511,17.41,5.039999999999999,341.1933839999997,1863.0,6769.709999999999,538.71,263.48,1420.2299999999998,20.979185223591557,4.247278347226101,1.1744624458841237,4.234957922865234,0.8889042191666995,1.9948506656858276,1.0079528366647685,3.9279687756196355,1.3304485336730925,2.2521050237011635,0.5821676520181106,0.3187391778968375,0.329422283104423,3.6070168441484207,0.6575347389523014,3.9279687756196355,1.3304485336730925,0.6404267391069929,0.7977902322627382,0.3187391778968375,0.329422283104423,3.8,4.55,0.75,0.57,-8.19,-19.72,3.34,44323.0,62250.0,85221.25,12752.0,11890.0,14014.0,16194.0,54850.0,0.0,0.0
"Arroyo Grande--Grover Beach, CA",37,0.0,370.59000000000003,2.6311286682196378,0.0,370.59000000000003,2373.2938550000003,16.85,1412.708449,10.03,6.820000000000002,960.5854060000004,4453.68,14084.830000000002,0.0,370.59000000000003,2816.9,19.99953141074475,1.8299397649811888,1.1383044871412178,1.8905094062193148,0.892327858102972,1.8299397649811888,1.1383044871412178,1.6331093950015725,1.2908841053510436,0.0,0.0,0.19764903090772126,0.28624982795304377,1.8299397649811888,1.1383044871412178,1.8299397649811888,1.1383044871412178,0.0,0.0,0.0,0.0,2.38,2.98,0.6000000000000001,0.67,3.42,-1.82,8.66,63455.0,75882.0,86591.0,15171.0,15552.0,14661.0,13599.0,58983.0,0.0,0.0
"Madera, CA",35,13848.76,310.85999999999996,2.163872668003628,3296.38,310.85999999999996,1410.7323620000002,9.82,1514.166914,10.54,-0.7199999999999989,-103.43455199999971,4658.5199999999995,14365.91,4658.5199999999995,310.85999999999996,1218.22,8.479936182253683,1.1719163422296257,0.9262347156676811,1.1582595811890788,0.7260026955153174,0.8110258382518057,0.9543550455725615,1.148591826066013,0.9185240287164279,0.3597017801169575,0.09475602237461013,0.023873259682122474,0.021547601626616827,0.917713169579929,0.8137621536718963,1.148591826066013,0.9185240287164279,0.25453369817853516,0.1602459670431507,0.023873259682122474,0.021547601626616827,0.17,0.93,0.76,0.75,-1.11,-11.1,8.87,31057.0,41391.0,59870.0,16226.0,20803.0,20490.0,26026.0,83545.0,0.0,0.0
"Davis, CA",33,261.39,224.37,3.5624633822205496,260.59000000000003,168.9,1435.3529429999999,22.79,1686.649926,26.78,-3.990000000000002,-251.29698300000018,1187.8999999999999,6298.170000000001,261.39,224.37,1488.31,23.63083244815557,0.9496246528753588,1.0221572577013112,0.9384704287118321,0.9440761838696231,-1.3655790491523727,1.7449251796572487,0.5128327276018272,0.9639408756805018,2.3132441963300447,1.0749442413248267,0.4370651951281086,0.7479266683699501,0.44115360493603695,0.6111775499834272,0.6205221993055124,0.9173833710186007,0.5083051743601712,0.5951896062632587,0.32937572342442323,0.5063631208636636,0.75,1.13,0.3799999999999999,0.81,-12.27,-17.08,-7.46,44453.0,71985.0,103162.0,19875.0,13510.0,12616.0,10016.0,56017.0,0.0,0.0
"San Luis Obispo, CA",32,7814.150000000001,508.19999999999993,4.365056869424503,1630.6299999999999,508.19999999999993,2174.811528,18.68,2467.0372740000003,21.19,-2.5100000000000016,-292.2257460000001,2625.6399999999994,11642.46,2625.6399999999994,508.19999999999993,1836.95,15.778022857712203,0.0041365828184077615,1.1381936755581363,4.8451959465615784e-05,0.8995108025787226,-0.12520043873889197,1.131336787954647,-0.02018322588181538,1.1483151745543752,0.12817976613189996,0.052777474374589683,0.024998660076994042,0.026735016304540442,-0.07637240754960722,1.097776889517746,-0.02018322588181538,1.1483151745543752,0.07935173494261523,0.06832839273393797,0.024998660076994042,0.026735016304540442,-0.08,0.25,0.33,0.66,-0.57,-9.91,8.77,38085.5,54284.5,91380.5,20275.0,10966.0,14753.0,11710.0,57704.0,0.0,0.0
"Woodland, CA",32,836.3399999999999,310.85,4.066843548522147,814.01,310.85,1063.9779839999999,13.92,1388.063232,18.16,-4.24,-324.0852480000001,1940.12,7643.52,836.3399999999999,310.85,979.53,12.815168927405175,4.4728887083438,1.4414241894485775,4.4408715879594745,1.355229895215061,1.0345487419408859,1.6667157288182155,3.921609886544419,1.0526821633003198,3.4386456894205812,0.6333142958259131,0.5512788217993803,0.5674982304986664,3.0289885026793937,0.4217886110902856,3.921609886544419,1.0526821633003198,1.4436424579251443,1.14543005723336,0.5512788217993803,0.5674982304986664,3.15,4.24,1.0900000000000003,0.92,-13.54,-17.91,-9.18,47711.25,67578.5,92190.0,16239.0,14217.0,12333.0,14915.0,57704.0,0.0,0.0
"Hollister, CA",31,166.65999999999997,126.56,1.7425546269396526,166.65999999999997,126.56,532.37057,7.33,461.92044,6.36,0.9699999999999998,70.45013000000006,2241.33,7262.899999999999,166.65999999999997,126.56,463.4000000000001,6.380371476958242,-0.12325597213234386,0.884328153740811,-0.18130348758760279,0.6596213750044251,-4.388654063803715,2.1168098938863213,-0.36384832504922276,0.8283146251556992,4.2653516914731044,1.5096895203340945,0.24028773630368036,0.21025609681924168,-0.437825909760564,0.6509164375828655,-0.36384832504922276,0.8283146251556992,0.3165818887772103,0.3392839219629335,0.24028773630368036,0.21025609681924168,-0.05,0.18,0.22999999999999998,0.65,-13.82,-22.82,-4.83,65022.0,80500.0,91913.0,10354.0,12922.0,11789.0,14723.0,49788.0,0.0,0.0
"Grass Valley, CA",30,1698.52,1440.29,8.830213850467143,1328.3300000000002,1229.4799999999998,10758.689427999998,65.96,7439.415173,45.61,20.349999999999994,3319.2742549999975,2428.48,16310.929999999998,1698.52,1440.29,9646.33,59.14028200721848,7.071577807028784,1.8996344793938191,7.062635852155582,1.749609240722445,4.758742211510932,1.8608410259859607,5.700546737678355,1.0566125093310081,2.3124239819556585,1.0386440934526076,1.3713708537771914,1.6166760375291551,5.807892014741035,0.9827163286002628,5.901399914045368,1.1345622246964995,1.264660733630762,1.218806592796065,1.170324120083895,1.3276020347506279,5.67,9.34,3.67,0.84,-15.53,-22.24,-8.82,37645.75,52924.5,67226.25,10746.0,7577.0,11163.0,11832.0,41318.0,11.32,71.65
"Sonoma, CA",30,1429.4900000000002,820.16,10.69628350576639,1207.44,756.55,2708.235172,35.32,1946.0647979999997,25.38,9.940000000000001,762.1703740000005,2002.8000000000002,7667.71,1429.4900000000002,820.16,2060.2599999999998,26.869299960483634,1.3568823155805323,1.0071893172647461,1.3165306851719742,0.7800990759870425,0.3346624872354328,0.8508419788519234,0.9387518046457156,0.9403459110871634,1.0231491540499054,0.331590898588893,0.4189394095499178,0.32519673438474783,0.740329498637794,0.552861974800548,0.971680319156567,0.9090005598262054,0.617624897133564,0.5571579531143727,0.38601089503906644,0.2963194884749019,0.84,0.96,0.12,0.68,-3.92,-7.8,-0.04,66582.25,82969.0,109201.25,11265.0,11115.0,7347.0,8403.0,38130.0,0.0,0.0
"Sonora--Jamestown--Phoenix Lake, CA",29,8249.410000000002,1013.22,5.077654202136964,1563.2900000000002,735.39,11751.199161,58.89,8965.552357,44.93,13.96,2785.646804,2164.77,19954.489999999998,2164.77,1013.22,11448.6,57.373553521037124,2.6609959863669785,2.6152628919201306,2.432903176177392,2.3444082693134174,2.1056728034642833,2.595386916266498,2.4006443462098006,2.428932227850261,0.553762391321452,0.1860888776155571,0.25948474754303413,0.4669406290573397,2.2601508181867844,2.389131246706429,2.471918690981328,2.4845063688191336,0.39987284064889655,0.28824562775162327,0.18804858956555648,0.29296581332743704,1.03,4.34,3.3099999999999996,0.7,-5.11,-15.53,5.3,43719.0,50446.0,67717.0,7813.0,8975.0,8338.0,11241.0,36367.0,15.84,100.27
"Reedley--Dinuba, CA",28,372.6000000000001,182.46999999999997,2.8754361138513223,372.2900000000001,182.46999999999997,932.83554,14.7,800.2079019999999,12.61,2.09,132.62763800000016,1464.56,6345.82,372.6000000000001,182.46999999999997,791.87,12.478607965558432,3.6662082441670267,0.76902825318485,3.6254597514584397,0.6559990819587919,0.6550471649054024,1.0474965326193262,3.2907278334399654,0.564127320613212,3.010459357498322,1.2490830096633767,0.37554810883384654,0.3843664910041335,2.8987113564519635,0.16836329122050706,3.2907278334399654,0.564127320613212,0.7647803120794476,0.6708025405174043,0.37554810883384654,0.3843664910041335,2.97,4.11,1.1400000000000001,0.65,-13.05,-19.83,-6.27,35158.5,44421.0,57955.75,10071.0,12165.0,14308.0,15107.0,51651.0,0.0,0.0
"Camarillo, CA",28,455.72999999999996,460.72,4.896291754033394,455.72999999999996,460.72,2791.819419,29.67,1975.0687429999998,20.99,8.680000000000003,816.7506760000001,3300.02,9409.57,455.72999999999996,460.72,2360.9800000000005,25.091263469000186,2.2411581613187423,0.9243288551592876,2.209198805046352,0.8014291427706032,-0.8446660899488498,0.9856657986547044,1.8093066526950756,0.7747209101743122,3.0864821134228233,0.47013388089614233,0.4302864636747482,0.38496006063645194,1.8144196387295066,0.5507462173952484,1.8093066526950756,0.7747209101743122,0.4264919969775452,0.5542969539125527,0.4302864636747482,0.38496006063645194,2.1,3.08,0.98,0.75,-8.8,-19.55,1.95,79419.0,102634.0,113554.0,14714.0,12476.0,22096.0,15529.0,64815.0,860.1099999999999,3545.13
"Selma, CA",28,183.16000000000003,329.97999999999996,4.137311913296747,183.16000000000003,329.97999999999996,1086.291702,13.62,870.9475319999999,10.92,2.6999999999999993,215.34417000000008,1731.5200000000002,7975.709999999999,183.16000000000003,329.97999999999996,782.13,9.806399681031532,2.939824855718175,0.6465529794015438,2.9733130091239524,0.5807245882746516,0.5702208204661405,1.1166374334263693,2.48789682674019,0.4814796238392513,2.3706140017628528,0.7594369028989796,0.45221941369483093,0.376188042734773,2.687194456669061,0.40869351793448516,2.48789682674019,0.4814796238392513,0.25062660252190716,0.36251390476345763,0.45221941369483093,0.376188042734773,2.92,2.89,-0.029999999999999805,0.75,-10.91,-19.7,-2.12,35506.75,51872.5,60490.0,9706.0,15695.0,14335.0,11519.0,51255.0,0.0,0.0
